312,9509.018,8229.760,6253.918,6704.445,5896.807,5257.567,4342.489,3937.677,3601.762,2933.919,2911.230,2007.728,1953.151,1923.431,1578.634,1278.548,1119.618,913.342,719.823,708.265,596.805,598.464,464.810,446.466,437.898,468.792,461.953,473.074,532.017,511.428,589.526,622.705,592.753,709.204,651.972,856.328,1190.386,2131.184,3749.673,5840.070,7061.461,6780.672,5108.546,3157.444,1699.546,828.956,553.434,478.998,488.427,957.707,5981.848,28503.884,73409.740,158654.488,255174.010,304696.000,289440.703,208435.070,115657.095,44015.926,10566.452,1698.858,222.953,112.782,112.583,108.065,116.222,93.125,90.104,99.205,85.101,78.845,78.942,72.722,65.809,68.909,63.825,62.620,83.215,80.758,75.723,71.084,62.950,61.027,53.065,54.269,57.749,47.253,49.236,51.083,46.456,63.180,49.188,60.176,69.817,54.206,54.219,51.202,57.301,59.771,67.381,52.698,51.216,46.380,42.505,53.693,41.594,39.342,38.543,43.583,41.686,41.423,42.739,39.714,39.236,29.136,36.600,38.745,36.735,34.945,39.829,41.864,40.805,35.778,41.338,35.631,41.150,42.650,35.950,34.414,38.369,34.431,30.128,27.934,28.542,30.448,34.357,26.130,28.505,33.628,27.693,30.739,31.320,32.503,33.076,31.679,25.178,35.289,32.398,34.063,32.233,
314,8453.408,7005.147,7532.236,5757.687,5609.639,4283.220,4196.795,3901.312,3215.146,2639.002,2751.279,2378.679,2232.581,1779.138,1453.296,1222.558,1199.043,896.852,850.865,689.902,661.202,609.455,417.209,452.042,444.902,498.764,496.368,550.767,536.103,502.902,534.869,633.483,653.287,671.429,689.989,735.227,814.716,1308.883,2262.802,3992.408,5897.984,6764.713,6231.058,4624.281,2792.811,1300.478,690.923,477.326,459.689,486.221,952.283,6277.943,23995.069,73924.379,160049.331,242058.991,297620.399,281797.029,206589.152,109245.078,39321.657,11034.033,1592.845,183.189,109.902,103.407,102.106,85.078,96.592,87.792,83.654,76.908,76.555,56.563,77.432,76.436,78.061,81.206,71.508,71.359,61.607,66.432,57.078,52.278,58.862,45.076,48.935,43.583,50.102,45.315,52.335,53.186,52.680,69.755,61.786,59.134,51.679,57.763,52.506,50.028,52.693,49.942,43.671,44.744,43.034,45.656,49.907,46.498,38.929,41.410,34.200,37.877,35.803,37.627,36.276,42.154,36.083,37.022,39.129,35.503,40.192,44.816,40.863,38.190,40.794,33.932,39.103,39.817,43.570,36.886,35.789,32.705,31.304,32.805,31.374,29.615,27.885,31.792,32.823,34.726,27.055,34.168,32.924,34.630,29.741,27.253,26.304,27.181,30.639,29.065,33.263,
316,7782.826,6800.963,5439.139,5445.384,4842.582,4211.155,3627.502,3342.186,3064.230,2807.182,2946.427,2046.024,1766.331,1642.868,1417.710,1282.654,1245.887,979.485,874.274,605.806,696.091,534.019,470.991,537.281,476.166,406.693,523.454,500.688,543.825,478.188,580.055,579.365,614.020,623.197,667.568,760.934,757.817,892.147,1340.590,2459.180,4145.077,5658.068,6512.702,5995.160,4134.524,2210.728,1092.268,565.014,445.692,382.818,399.452,944.539,4826.255,24366.306,76551.550,148636.258,238524.547,295297.938,279273.482,201216.921,102629.526,40814.697,10565.739,1596.346,177.421,119.698,113.742,102.805,98.877,84.791,72.797,70.834,83.754,81.171,79.424,72.579,71.954,73.711,69.673,67.760,75.441,64.644,59.517,61.346,49.975,52.110,50.508,42.927,49.817,55.223,66.719,49.563,50.306,53.087,56.001,60.585,49.691,67.617,53.846,44.895,48.869,46.937,49.946,41.616,56.035,38.359,47.178,41.203,42.852,40.317,33.158,39.803,32.584,36.699,37.609,40.253,38.801,34.105,37.048,40.547,36.023,39.818,36.983,35.222,34.688,34.775,38.443,34.094,42.102,39.152,32.393,38.251,32.943,29.197,32.314,31.287,29.619,33.601,31.226,25.690,30.697,32.222,28.229,28.382,32.873,23.178,30.896,30.072,30.285,30.727,35.098,
318,7802.434,6239.334,5076.699,5720.418,4919.963,3415.081,3466.773,3967.764,2768.911,2623.034,2359.636,2300.860,1496.791,1651.579,1324.186,1299.593,1071.785,997.654,822.766,621.080,728.562,576.135,490.481,425.714,458.719,456.680,443.530,431.402,536.933,511.047,513.898,569.726,623.602,625.025,669.821,685.687,697.729,791.752,934.753,1496.812,2770.869,4192.632,5952.526,6321.374,5441.341,3435.161,1761.072,882.330,520.571,410.826,369.379,429.726,823.815,5525.029,27513.084,71193.804,151519.468,243155.745,287889.653,270364.580,184437.943,99201.672,38262.375,10113.254,1478.482,160.491,121.485,104.465,86.455,82.434,90.923,69.648,69.138,67.952,85.325,72.885,67.112,72.506,72.054,75.497,66.829,62.490,61.767,60.404,46.887,55.607,45.800,48.065,58.413,56.054,49.921,45.232,55.287,48.397,55.686,55.210,56.804,54.822,54.933,53.925,50.820,49.454,50.956,48.633,46.398,37.500,37.549,41.105,42.473,36.387,38.374,29.154,40.756,38.300,36.221,38.283,32.237,37.229,35.512,33.788,37.844,34.739,39.090,38.026,40.600,39.916,31.814,37.371,36.823,35.507,38.362,35.352,34.011,31.078,28.546,29.152,28.260,28.630,30.631,31.221,31.044,29.453,27.143,30.382,25.584,29.436,28.761,34.785,29.064,28.478,34.821,
320,8240.853,6728.423,5800.627,5495.328,5019.030,3984.101,2948.175,4016.706,2993.914,2766.046,2532.322,2015.129,1987.224,1663.906,1427.282,1245.771,1067.452,904.315,762.707,576.778,577.074,581.557,466.422,514.207,507.827,400.541,451.059,388.375,451.032,529.284,564.137,587.355,575.312,634.806,626.213,615.956,653.225,708.538,719.527,961.224,1602.185,2794.117,4491.909,5814.250,6046.067,4663.365,2988.447,1538.339,725.626,413.959,358.121,364.223,371.092,924.192,6664.168,25305.368,74723.668,157051.095,234029.901,283049.243,255747.627,178847.828,93404.722,36871.734,9463.942,1213.799,168.108,115.522,78.001,88.211,98.454,75.781,80.650,80.532,64.454,54.970,64.520,66.133,83.250,78.457,67.705,60.259,49.447,46.059,51.836,52.814,55.437,51.962,52.646,47.732,57.882,52.160,50.070,51.086,56.751,52.704,53.927,53.669,46.450,49.472,51.386,51.500,44.510,44.825,41.227,38.725,40.250,37.966,31.589,33.322,37.345,37.245,32.682,22.454,33.036,33.793,37.467,35.968,35.767,37.645,33.423,35.290,39.448,39.115,36.140,33.363,39.793,35.918,36.871,33.436,36.128,32.119,29.500,31.573,29.370,28.269,29.007,30.457,32.200,29.463,31.211,26.702,29.670,24.835,30.274,31.446,24.227,29.857,35.160,33.489,33.873,
322,6156.750,6062.934,6527.136,5439.049,4828.861,4081.069,3750.318,2817.768,3201.154,2796.359,1915.315,2454.786,1723.817,1643.288,1281.469,1341.837,979.645,884.224,664.796,634.337,576.355,642.659,501.194,463.836,443.841,511.691,436.759,488.671,474.241,526.414,503.434,547.909,549.643,609.754,639.210,619.339,636.025,650.549,652.818,741.667,983.323,1561.938,2990.158,4639.581,5733.767,5579.000,4318.932,2641.904,1304.453,602.712,348.913,349.619,329.014,356.983,852.233,4991.268,23689.795,73874.881,143792.733,225752.999,275614.121,252476.444,182788.122,99270.101,39412.355,10052.794,1406.460,180.865,98.776,94.705,84.446,77.896,76.266,69.242,67.747,69.235,67.650,64.454,64.998,65.214,59.421,63.846,51.925,42.429,43.398,55.352,52.152,42.488,42.091,47.066,45.282,49.391,46.118,54.319,51.606,49.330,55.484,49.934,47.023,43.017,45.888,45.396,40.566,44.700,45.983,38.624,40.801,33.885,32.310,42.284,37.232,34.732,36.407,32.398,33.894,31.696,34.789,33.863,33.740,33.867,35.835,36.665,36.453,37.137,36.102,35.733,34.240,36.262,32.824,35.087,36.492,29.965,29.679,27.400,26.126,27.299,30.834,24.892,27.488,29.663,30.722,24.220,29.259,30.424,29.304,32.161,22.990,25.803,35.000,33.879,33.782,
324,6399.558,6097.933,5060.004,4797.076,5200.000,4373.364,4053.137,2579.958,2754.079,3274.377,2287.722,1867.283,1766.766,1626.522,1390.391,1194.699,976.480,785.345,712.847,614.875,600.385,511.331,521.513,434.105,422.375,409.580,427.702,403.545,416.904,451.702,463.671,542.039,542.457,593.842,575.559,595.296,578.919,640.803,624.603,681.449,725.504,990.442,1889.319,3187.875,4672.211,5574.854,5182.325,3816.182,2171.184,992.894,496.604,350.479,321.789,332.612,335.495,803.311,5805.872,27023.848,72087.270,145570.143,227570.343,265939.926,249907.927,174658.418,93479.784,37421.482,9450.289,1567.498,135.939,100.542,87.142,78.932,76.082,65.567,74.262,69.907,58.767,58.622,71.346,68.272,63.048,71.376,66.690,48.420,44.460,49.710,42.058,44.474,49.094,53.828,42.577,42.201,46.788,42.658,45.327,48.448,42.581,53.261,47.989,54.457,52.958,45.545,41.415,48.991,40.702,39.910,34.429,35.472,41.314,39.629,37.725,35.594,35.410,32.833,30.120,31.450,37.706,36.008,36.251,34.751,36.904,35.427,39.455,38.797,37.957,32.951,36.023,33.318,33.307,34.243,33.489,29.701,24.529,24.441,29.872,29.146,28.625,26.857,25.264,29.992,29.980,26.674,25.332,28.627,33.677,27.647,25.815,25.124,28.804,28.471,31.233,
326,7283.151,5382.778,5046.463,5167.510,4257.671,3203.036,3033.990,2484.506,3024.266,2864.543,2742.472,1727.745,1879.102,1502.446,1363.534,1259.308,1101.950,716.079,853.803,653.218,625.064,565.834,489.182,428.224,422.813,424.604,486.526,478.943,458.091,453.012,487.102,524.933,509.799,570.477,558.926,632.695,555.839,597.055,579.481,572.023,676.232,720.787,1109.224,1957.373,3370.422,4832.154,5452.586,4696.250,3249.727,1762.771,801.690,420.696,324.188,309.636,315.806,342.219,912.290,6849.576,26501.934,71854.877,145959.815,218044.384,266962.853,235643.517,164508.215,89926.325,34469.859,10253.561,1056.220,126.053,98.533,82.671,76.348,71.351,65.592,73.019,63.422,70.156,69.098,70.028,62.730,59.951,53.422,55.825,42.560,47.190,49.151,53.074,52.558,42.034,54.978,46.949,45.452,54.115,45.522,51.424,49.117,50.187,49.079,45.533,47.033,37.764,46.726,46.251,36.859,33.976,39.878,34.234,38.122,36.114,34.082,35.272,29.268,32.625,31.586,25.993,34.707,36.246,35.987,36.230,32.836,33.029,34.979,32.353,36.630,31.235,31.968,33.838,39.427,33.275,29.083,34.833,27.273,30.279,27.880,31.179,29.201,28.408,28.806,28.715,25.005,30.346,27.331,24.270,24.560,23.898,26.396,30.611,28.572,30.044,28.184,
328,7473.521,5827.665,4701.865,5114.992,3234.503,3560.466,2697.538,3475.419,2497.391,2771.588,2221.150,1830.763,1678.665,1381.153,1254.731,1055.348,1067.661,908.915,696.594,670.686,615.004,532.814,433.776,425.806,417.410,419.937,446.729,436.481,464.374,455.640,471.790,462.513,499.891,556.672,629.787,561.498,562.123,594.191,617.854,596.950,608.613,634.432,724.030,1186.772,1991.199,3461.104,4722.346,5126.533,4368.658,2852.363,1493.206,672.431,409.757,281.532,292.717,319.816,328.812,867.864,5704.650,24104.022,65087.577,130924.325,213609.524,251372.679,230011.782,172001.719,94571.137,41025.073,9480.387,1204.433,137.721,96.662,92.175,75.070,63.556,73.055,60.654,69.566,52.715,66.012,58.498,59.109,49.015,50.544,46.329,50.044,38.191,47.470,47.274,62.687,46.775,41.499,43.919,42.932,46.554,52.830,37.936,47.608,49.244,54.572,40.504,35.782,45.693,35.266,45.405,34.145,35.991,37.218,35.649,33.914,36.543,31.634,27.449,37.265,32.983,35.092,34.749,31.208,34.643,31.504,35.191,34.805,31.776,36.340,33.108,32.113,31.531,34.237,35.104,35.247,25.973,29.818,29.104,30.387,22.140,25.058,27.210,33.181,32.320,22.486,25.163,30.346,27.532,24.740,26.879,27.803,26.687,27.224,25.614,25.415,27.294,
330,6771.617,6444.513,5069.579,4559.457,3639.640,3785.157,2991.504,3127.391,2771.028,2112.536,2140.493,2032.661,1627.189,1487.135,1316.673,1131.769,996.615,1030.871,743.000,649.607,637.091,547.879,534.782,476.957,435.445,407.204,415.352,464.443,431.456,416.725,545.394,485.517,533.133,574.414,542.701,566.304,533.519,599.396,623.844,601.548,623.878,566.357,601.899,745.512,1141.384,2295.150,3583.523,4682.107,4886.466,3922.214,2418.272,1256.389,580.911,338.869,292.869,297.696,303.006,343.943,764.952,5406.096,21969.210,59577.088,131090.941,200647.009,239617.833,231634.884,167948.642,98185.482,36463.929,8874.181,1229.511,126.368,95.371,86.628,74.249,64.714,63.360,58.720,70.646,61.332,65.403,55.843,61.098,50.721,51.867,46.087,49.105,50.980,41.611,43.098,43.217,49.764,42.039,49.303,50.411,44.378,50.352,46.292,43.606,41.063,40.138,43.165,43.542,39.175,42.944,32.649,35.738,33.780,34.824,30.096,34.263,34.430,31.951,30.450,33.482,27.485,27.240,28.740,33.570,29.860,31.893,32.447,31.377,34.548,36.602,31.667,32.086,35.985,30.528,32.148,31.659,32.426,31.047,24.904,24.981,28.754,25.015,26.694,27.499,25.706,27.282,26.833,26.810,28.177,23.159,26.779,26.154,26.623,27.383,28.686,27.773,
332,5764.605,6018.671,5369.195,4074.379,4234.964,3297.648,3323.402,3967.082,2305.865,2440.051,2004.707,1712.649,1673.098,1716.176,1372.410,1181.079,1078.752,912.806,773.941,647.232,627.367,543.432,537.636,471.762,464.902,402.174,453.179,479.202,448.937,443.940,477.613,489.169,501.040,543.110,494.562,580.086,542.895,607.102,591.327,589.535,597.566,584.458,592.716,586.130,752.918,1335.324,2341.429,3603.209,4566.915,4566.074,3358.251,2003.985,1078.431,499.370,316.428,286.854,297.153,299.550,302.926,755.035,5011.319,19746.152,60181.779,123570.866,194830.612,242416.004,226474.755,169282.945,88323.744,33264.071,8583.878,1014.321,124.489,88.997,69.258,67.004,49.173,59.097,67.647,55.791,61.531,62.637,54.694,49.644,51.827,46.491,52.011,48.825,42.744,51.793,47.270,49.134,45.415,48.982,50.093,45.793,43.955,38.073,43.137,44.820,43.767,47.497,43.222,40.765,37.467,39.848,29.166,27.630,28.039,31.172,33.160,33.594,34.889,27.864,30.541,31.982,28.819,30.756,27.241,29.326,32.122,30.715,30.190,30.858,30.449,35.189,31.394,29.041,31.096,31.344,30.455,28.997,29.656,26.606,25.689,25.196,26.608,28.311,25.543,30.957,28.165,26.102,25.030,29.415,23.737,25.400,23.456,26.108,31.754,30.491,30.470,
334,4455.869,5310.154,4874.425,4445.821,4655.906,3167.885,3579.524,2287.451,2804.605,2299.400,2434.330,1548.796,1986.700,1568.538,1252.640,1147.672,990.242,790.670,626.119,696.073,630.279,545.757,500.738,465.543,489.897,386.519,433.710,423.477,456.020,472.478,482.846,499.557,486.910,489.912,547.959,567.851,572.675,548.184,607.451,582.961,571.270,578.781,573.078,530.495,586.828,759.425,1422.435,2434.665,3666.661,4501.472,4127.929,3037.623,1853.001,835.445,419.797,307.670,245.262,303.053,289.023,305.998,696.608,3775.694,18383.107,52505.304,116733.982,193833.994,236707.457,225656.689,163642.772,89012.916,35505.554,8963.924,1093.282,121.412,79.107,63.233,65.244,58.084,61.060,60.754,56.102,56.846,58.261,52.805,53.263,44.485,49.549,48.171,49.458,42.574,41.013,45.107,52.995,52.725,45.729,46.938,41.552,38.445,42.303,40.853,40.739,37.467,34.612,37.332,34.419,38.405,33.785,27.477,30.838,28.937,32.699,31.657,34.839,33.098,30.749,30.473,32.106,33.015,26.622,31.489,31.670,31.456,31.693,29.315,31.552,31.536,28.940,30.209,30.861,33.007,33.133,28.337,25.115,24.845,27.681,26.112,30.901,28.330,28.166,26.283,28.355,25.748,24.704,29.257,28.281,25.878,23.480,23.120,27.424,30.020,30.119,
336,6866.670,5165.176,5613.691,5047.008,3491.349,3526.090,2978.535,2868.016,2530.665,2457.287,2041.354,1811.878,1694.845,1642.776,1229.621,1163.790,882.291,768.821,798.624,650.868,616.614,539.731,441.798,501.612,451.002,403.177,384.108,412.418,461.693,483.316,520.891,447.987,445.796,492.609,521.006,540.243,536.216,579.214,650.098,581.362,590.583,578.990,553.072,535.572,551.251,571.949,831.013,1434.510,2500.527,3670.909,4308.673,3816.777,2753.561,1514.317,716.064,389.440,269.402,264.655,262.798,285.744,300.497,596.995,3570.644,16205.902,51325.040,117675.399,188388.578,226267.246,217320.732,157696.069,87967.376,34213.357,8495.369,1138.346,103.698,80.987,73.969,66.863,61.248,59.103,55.286,63.385,54.488,52.110,47.255,43.392,40.302,57.627,44.971,46.640,47.908,45.100,38.714,46.095,46.011,42.717,41.430,44.114,50.221,38.285,39.867,33.296,33.541,35.729,35.657,35.759,34.970,35.655,32.970,33.775,29.368,32.232,28.325,26.186,28.682,31.994,29.452,36.182,29.517,29.171,32.756,34.770,34.559,37.875,33.588,31.242,35.537,29.649,31.218,31.046,31.075,28.032,27.825,24.138,22.939,26.619,28.419,24.953,25.806,25.850,25.964,27.402,27.349,23.720,25.809,28.396,26.137,25.779,25.235,27.154,23.999,
338,5209.906,5770.183,4407.498,4864.229,2981.443,3330.563,2729.407,3245.664,2864.928,2100.692,1831.610,1904.324,1792.115,1406.520,1136.845,1078.018,944.191,731.905,728.794,691.042,590.196,529.161,430.293,412.495,428.128,390.698,395.973,411.035,390.192,469.001,537.993,496.562,483.482,476.913,475.888,551.764,527.486,584.352,584.927,580.487,565.823,595.296,596.038,565.593,526.647,483.951,539.478,815.162,1552.876,2684.620,3687.039,4094.434,3482.570,2384.862,1284.925,642.082,323.151,298.308,270.867,264.562,281.203,289.257,515.460,3066.156,15289.571,53443.345,113805.240,174625.493,222556.325,212710.167,155721.564,85311.094,32024.464,8813.563,956.741,94.691,72.322,61.818,69.174,56.125,53.726,54.683,50.276,53.390,50.813,47.090,39.536,46.322,52.581,47.112,51.326,39.065,42.505,44.044,50.820,49.382,41.000,45.811,37.788,45.499,40.718,32.464,35.677,36.001,34.578,30.455,36.631,26.973,32.934,27.542,34.386,32.664,33.366,28.891,29.892,33.094,32.593,32.401,32.352,31.788,32.029,31.372,31.072,34.657,29.557,32.045,28.597,31.573,31.617,29.039,30.262,27.242,28.024,21.005,26.905,25.718,25.761,26.988,25.931,24.467,25.771,24.941,26.284,24.970,27.662,23.589,25.910,29.600,25.716,24.208,24.299,
340,5946.549,5361.743,5083.055,3845.032,3822.885,3527.349,2631.450,2938.674,2673.414,2020.344,2199.822,1812.906,1457.466,1325.760,1176.368,1186.000,1023.286,941.780,817.537,668.361,603.946,432.348,468.056,462.344,438.281,445.735,442.792,434.779,441.057,460.826,486.204,457.957,436.938,539.461,482.634,511.644,513.537,595.913,587.530,566.996,552.735,570.918,552.447,540.420,501.893,478.441,443.243,530.829,931.310,1633.152,2657.008,3754.678,3967.622,3252.055,2065.699,1107.509,512.670,323.406,261.945,272.513,291.642,278.975,282.306,474.264,2816.311,17094.908,50877.015,100839.369,174394.653,216207.742,204260.913,150940.922,82005.159,34097.224,7987.734,903.503,117.574,70.494,62.879,67.479,64.022,51.856,56.290,51.252,52.527,56.595,47.274,49.452,46.191,56.210,45.704,43.285,52.267,46.431,41.999,43.522,46.508,39.398,45.216,46.144,41.160,42.680,38.983,38.871,35.116,32.991,31.698,33.641,31.648,26.959,32.317,30.387,32.699,27.843,37.439,28.815,27.531,28.342,32.444,31.943,29.469,27.862,29.253,31.999,30.213,29.156,31.597,32.063,31.008,31.707,26.060,28.354,27.652,27.654,26.092,29.940,25.154,26.995,31.593,23.157,28.441,28.774,22.286,28.099,28.481,26.850,24.998,26.165,27.637,26.253,25.947,
342,7131.004,4105.677,4837.925,3749.357,4173.726,3489.635,3220.121,2884.036,2404.777,2273.988,2182.107,1578.492,1547.252,1435.194,1323.637,1227.860,861.811,817.283,772.929,630.457,691.299,495.852,529.578,447.139,470.896,428.916,476.942,441.811,477.490,486.764,482.704,454.170,520.074,497.085,458.625,531.653,531.536,583.367,599.049,550.391,563.990,601.644,578.934,523.180,518.898,503.390,473.018,470.972,567.489,985.205,1779.722,2901.223,3684.327,3688.898,2869.959,1755.626,891.330,447.604,323.325,280.331,263.803,261.843,272.615,252.373,436.135,3585.535,16515.959,44810.960,106783.857,172485.601,205513.465,197043.904,142739.260,81646.515,30538.048,6764.037,826.535,95.786,65.797,76.811,56.334,53.026,57.888,54.696,47.319,56.539,44.466,42.886,40.738,45.451,44.945,50.482,44.127,52.509,46.641,49.381,47.948,41.042,38.803,39.728,35.774,42.876,35.956,37.020,37.890,35.773,33.131,34.059,28.204,29.133,33.439,30.505,32.828,26.398,33.908,26.715,27.253,28.969,32.644,27.029,28.374,29.442,27.559,28.065,28.250,32.270,27.977,31.495,33.682,34.294,29.278,29.049,24.731,25.525,24.403,25.964,25.206,26.590,29.511,27.805,29.470,25.072,30.543,26.935,23.685,27.338,25.814,31.940,26.269,31.876,25.376,
344,5918.357,3908.088,4011.465,3983.256,2994.322,3651.376,2330.001,2406.903,2812.736,1978.201,2484.061,1648.601,1749.175,1503.821,1340.340,1146.844,973.876,906.419,667.715,621.594,597.312,538.950,470.961,512.029,430.313,450.272,435.250,527.574,420.732,444.388,454.237,473.950,503.009,499.714,473.538,469.948,504.058,570.368,570.615,566.319,547.669,575.557,581.777,559.167,516.837,520.216,466.514,421.712,409.406,566.014,1024.467,1913.428,2854.030,3633.665,3495.733,2683.231,1580.487,773.108,397.286,289.193,268.253,276.836,245.687,255.149,251.544,460.420,2925.974,11644.275,44510.205,100085.023,157087.569,200441.963,193356.651,145354.286,79224.046,29691.919,7682.923,929.203,111.541,72.457,67.903,57.722,62.845,55.561,45.274,46.954,48.714,44.712,49.189,43.872,41.216,47.785,42.250,46.383,43.068,47.147,49.303,42.326,37.601,40.313,43.640,39.635,33.539,37.176,31.701,31.191,36.243,28.971,32.357,38.512,30.746,32.698,30.444,27.670,25.987,25.156,28.998,30.901,28.535,28.034,31.298,28.701,32.444,33.034,30.400,29.281,27.662,26.312,30.904,25.862,31.005,28.064,27.056,26.275,24.352,22.420,20.815,24.032,23.478,26.419,25.221,25.248,28.412,26.597,24.555,25.920,25.634,26.068,27.662,27.574,26.695,
